epoch,loss
0.0,4.17088535280511
0.1,4.17088535280511
0.2,4.165349963885634
0.3,4.089118757121191
0.4,3.985428835685711
0.5,3.901917194415947
0.6,3.8356797032665693
0.7,3.7815908011628285
0.8,3.728967103767633
0.9,3.6821406496219447
1.0,3.2679505348205566
1.1,3.2775183125297622
1.2,3.2613272607623047
1.3,3.2458725831041306
1.4,3.2274217688829228
1.5,3.2119053247684013
1.6,3.1975332980544713
1.7,3.1870852690110363
1.8,3.1713038121865185
1.9,3.160577618189313
2.0,2.9824724197387695
2.1,3.043320618053474
2.2,3.0334154242899882
2.3,3.026089097970348
2.4,3.019120394737643
2.5,3.0117854629448075
2.6,3.0013467737918287
2.7,2.9940491521919674
2.8,2.980490630634417
2.9,2.973338608736468
3.0,2.9209797382354736
3.1,2.8953876660601927
3.2,2.888015827729334
3.3,2.8823194979037163
3.4,2.8770192638596987
3.5,2.866979008901143
3.6,2.860838931729512
3.7,2.8545331019647793
3.8,2.843181610405073
3.9,2.838213338174513
4.0,2.731764793395996
4.1,2.7687003164008113
4.2,2.7626541799573756
4.3,2.756908349420541
4.4,2.753923275821524
4.5,2.7464268873789592
4.6,2.7426114713094396
4.7,2.7417820421673262
4.8,2.7340971027569525
4.9,2.729044490596166
5.0,2.65106201171875
5.1,2.672386948424991
5.2,2.6754575285745497
5.3,2.672555527417763
5.4,2.6673325707490307
5.5,2.6652114805347193
5.6,2.6633403174294012
5.7,2.6612928947606544
5.8,2.6563005804569086
5.9,2.6549963757941515
6.0,2.5598955154418945
6.1,2.6292428616249914
6.2,2.6211830620741963
6.3,2.6193660311524654
6.4,2.6152332221480674
6.5,2.612127617209733
6.6,2.60780711142275
6.7,2.607352419008372
6.8,2.6054809769143477
6.9,2.604486990715899
7.0,2.596689462661743
7.1,2.5891855353176005
7.2,2.57636655147989
7.3,2.5734336795996984
7.4,2.5700981997492307
7.5,2.5700741347200617
7.6,2.5691224156124224
7.7,2.5687146765019175
7.8,2.5649054720160667
7.9,2.5639763719895305
8.0,2.4775424003601074
8.1,2.5644156389897415
8.2,2.5571611390185
8.3,2.553309113480324
8.4,2.552146550128585
8.5,2.5548171397454724
8.6,2.5527600516098707
8.7,2.549125985990407
8.8,2.54524716664194
8.9,2.5450012866453116
9.0,2.5499227046966553
9.1,2.536634624594509
9.2,2.528801729430014
9.3,2.530196566122315
9.4,2.531283515944445
9.5,2.5305608113606772
9.6,2.5299761501604228
9.7,2.5299678046080936
9.8,2.5269586355349842
9.9,2.525818055530764
10.0,2.5405194759368896
10.1,2.5226940211683218
